Search term	Impressions	Clicks	CTR	CPC	Spend	Seven_Day_Total_Sales	ACoS	RoAS	Seven_Day_Total_Orders	Seven_Day_Total_Units	Seven_Day_Total_Rate	Seven_Day_Advertised_SKU_Units	Seven_Day_Other_SKU_Units	Seven_Day_Advertised_SKU_Sales	Seven_Day_Other_SKU_Sales = 22	
unicorn boss mug	    43.000	     1.000	     0.023	     0.820	     0.820	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
world best boss mug tergi	     1.000	     1.000	     1.000	     0.690	     0.690	    13.120	     0.053	    19.010	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
worlds greatest boss cup	     2.000	     1.000	     0.500	     0.790	     0.790	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss baby mug	     4.000	     1.000	     0.250	     0.800	     0.800	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss coffe mugs	     7.000	     1.000	     0.143	     0.770	     0.770	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss day gag gifts	    12.000	     1.000	     0.083	     0.880	     0.880	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss's day mug 15 oz	     2.000	     2.000	     1.000	     0.560	     1.120	    13.120	     0.085	    11.710	     1.000	     1.000	    50.000	     1.000	     0.000	    13.120	     0.000
bosses day gifts delivered today	     2.000	     1.000	     0.500	     0.860	     0.860	    13.120	     0.066	    15.260	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
bosses day gifts under  10	     1.000	     1.000	     1.000	     0.740	     0.740	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
persnable gifts for boss day	     1.000	     1.000	     1.000	     0.660	     0.660	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
polka dot boss day gifts	     1.000	     1.000	     1.000	     0.680	     0.680	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
same day boss day gifts	     1.000	     1.000	     1.000	     0.580	     0.580	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
world best boss mugs	   199.000	     2.000	     0.010	     0.530	     1.050	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
worlds best boss rustic	     1.000	     1.000	     1.000	     0.740	     0.740	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
worlds vest boss mug	    28.000	     1.000	     0.036	     0.490	     0.490	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
1 boss man mug	     1.000	     1.000	     1.000	     0.790	     0.790	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss day gifts men	    11.000	     1.000	     0.091	     0.860	     0.860	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss mug wimly	     5.000	     1.000	     0.200	     0.720	     0.720	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss's day gift for him	    14.000	     1.000	     0.071	     0.840	     0.840	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
personalized coffee mug for boss	     9.000	     3.000	     0.333	     0.830	     2.500	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss mug metal	     1.000	     1.000	     1.000	     0.760	     0.760	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
funny boss day mug	     2.000	     1.000	     0.500	     0.830	     0.830	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
gift for boss day male	     5.000	     1.000	     0.200	     0.650	     0.650	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
world's best boss mug customizable	     1.000	     1.000	     1.000	     0.810	     0.810	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
blue/black best boss ever mug	     1.000	     1.000	     1.000	     0.480	     0.480	    13.120	     0.037	    27.330	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
wold's best boss mug	     2.000	     1.000	     0.500	     0.640	     0.640	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
greatest boss ever mug	     9.000	     2.000	     0.222	     1.320	     1.320	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss ross mug	    35.000	     1.000	     0.029	     0.850	     0.850	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss mug 14 oz	     2.000	     1.000	     0.500	     0.710	     0.710	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
coolest boss mugs	     3.000	     1.000	     0.333	     0.830	     0.830	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
number one boss mug italian style	     2.000	     2.000	     1.000	     0.650	     1.300	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss cup	    15.000	     1.000	     0.067	     0.950	     0.950	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss and husband mug	     1.000	     1.000	     1.000	     0.610	     0.610	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
cup my favorite boss	     1.000	     1.000	     1.000	     0.890	     0.890	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss lady mug	    88.000	     3.000	     0.034	     2.580	     2.580	    12.990	     0.199	    17.000	     1.000	     1.000	   100.000	     1.000	     0.000	    12.990	     0.000
best boss office mug	   180.000	     4.000	     0.022	     3.510	     3.510	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
personalized mug best boss	     2.000	     1.000	     0.500	     1.030	     1.030	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
personalized cups for your boss	     2.000	     1.000	     0.500	     1.020	     1.020	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
mom boss cup	     2.000	     1.000	     0.500	     0.870	     0.870	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
greatest boss mug disney	     1.000	     1.000	     1.000	     0.200	     0.200	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
coffee mug for my boss	     1.000	     1.000	     1.000	     0.350	     0.350	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
favorite boss coffee mug	     2.000	     1.000	     0.500	     0.840	     0.840	    12.990	     0.065	    15.000	     1.000	     1.000	   100.000	     0.000	     1.000	     0.000	     0.000
queen boss mug	     6.000	     2.000	     0.333	     1.450	     1.450	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss gift ideas	     1.000	     1.000	     1.000	     0.970	     0.970	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss gifts personalized	     1.000	     1.000	     1.000	     0.980	     0.980	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss gifts mug	     1.000	     1.000	     1.000	     0.980	     0.980	    13.120	     0.075	    13.390	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
best boss him	     6.000	     1.000	     0.167	     0.820	     0.820	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
fuck you best boss mug	     1.000	     1.000	     1.000	     0.910	     0.910	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
funny mug boss	   150.000	     1.000	     0.007	     0.850	     0.850	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
i'm the boss coffee mug	     1.000	     1.000	     1.000	     0.720	     0.720	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
mug i love my boss	     2.000	     1.000	     0.500	     0.780	     0.780	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
dunder mifflin worlds best boss award	     1.000	     1.000	     1.000	     0.730	     0.730	    13.120	     0.056	    18.000	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
best effin boss mug	     2.000	     1.000	     0.500	     1.000	     1.000	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss in tumbler cup	     1.000	     1.000	     1.000	     0.830	     0.830	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
worlds best boss gifts	    12.000	     2.000	     0.167	     1.320	     1.320	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss farewell gifts	     2.000	     1.000	     0.500	     0.980	     0.980	    13.120	     0.075	    13.390	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
mug that says best boss	     1.000	     1.000	     1.000	     0.970	     0.970	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
workd’s best boss	     1.000	     1.000	     1.000	     0.900	     0.900	    13.120	     0.069	    14.580	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
beat boss travel mug	     1.000	     1.000	     1.000	     0.750	     0.750	    13.120	     0.057	    17.000	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
wife mom boss coffee travel mug	     1.000	     1.000	     1.000	     0.820	     0.820	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss ever thermous	     1.000	     1.000	     1.000	     0.620	     0.620	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
happy birthday best boss	     2.000	     1.000	     0.500	     0.850	     0.850	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss mug for women	     2.000	     1.000	     0.500	     1.160	     1.160	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
the office best boss	   270.000	     4.000	     0.015	     3.860	     3.860	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss mug office	   151.000	     1.000	     0.007	     1.180	     1.180	    13.120	     0.090	    11.000	     1.000	     1.000	   100.000	     0.000	     1.000	     0.000	     0.000
cup best boss ever	     2.000	     1.000	     0.500	     0.930	     0.930	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss the office	   273.000	     2.000	     0.007	     1.550	     1.550	    38.970	     0.040	    29.000	     2.000	     3.000	   100.000	     3.000	     0.000	    38.970	     0.000
workds best boss mug	   970.000	     5.000	     0.005	     5.060	     5.060	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best gifts for boss	    56.000	     2.000	     0.036	     2.160	     2.160	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
insulated mug best boss	     1.000	     1.000	     1.000	     1.190	     1.190	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss coffee travel mug for men	     3.000	     2.000	     0.667	     1.090	     2.180	    12.990	     0.168	     6.000	     1.000	     1.000	    50.000	     1.000	     0.000	    12.990	     0.000
best boss ever sign	     5.000	     2.000	     0.400	     1.670	     1.670	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss lady	     8.000	     1.000	     0.125	     1.160	     1.160	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
my best boss tshirt for men	     4.000	     2.000	     0.500	     1.230	     1.230	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
coffe mug the best boss	     5.000	     1.000	     0.200	     0.620	     0.620	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
the boss coffee mugs for couple	     1.000	     1.000	     1.000	     0.750	     0.750	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss gifts ever	     1.000	     1.000	     1.000	     0.940	     0.940	    12.990	     0.072	    14.000	     1.000	     1.000	   100.000	     1.000	     0.000	    12.990	     0.000
dunder mifflin best boss	   544.000	     3.000	     0.006	     3.220	     3.220	    12.990	     0.248	    14.000	     1.000	     1.000	   100.000	     1.000	     0.000	    12.990	     0.000
